contamination_mgl,dose_mgl
62.5095466604667,17.00187618636087
87.35534453962619,20.656991625464183
30.30324268193135,13.180043088672212
55.34973520744925,14.7282424393117
21.530869823559897,10.712114931778668
51.48888202713703,15.869643635311382
49.68734353935042,15.450014296935493
36.95363106022067,15.495599378985029
88.03321539808286,17.9963808485606
9.149560506304566,7.63998378341747
59.818406720721306,17.852046579746993
81.63381038190757,20.03509918247912
63.79965807883322,17.22619022374408
40.24982981039816,15.614982764217178
30.04200814790703,13.291598475079839
94.49481711449795,19.288931490521936
92.79056847445244,19.636101007811277
56.969427447380795,17.784075418490396
87.6218808109271,19.058378017292622
2.5196870801760363,2.200019359376349
65.77607300385144,18.72215908079705
59.02909822897146,18.22315882447794
90.91793139905502,17.86503156359121
81.05268303172451,18.127370856358315
62.84619478662907,15.987084234969444
19.852114799267284,10.097498739200562
57.333271761112094,17.371969642705682
98.03947508805895,18.5802262266146
58.065286385282256,16.740462728434405
6.871535212186153,6.421191753069228
80.60391472621087,17.92517296265079
39.82755596793706,15.045062343602444
84.01688171583896,20.362886797404038
30.66594908888719,14.22931364850782
18.388939650969117,9.711245170109956
72.9989249002065,18.262873850997718
52.33041529751773,17.550733363931187
25.27686779524564,13.476035138949799
59.03878678348518,19.309876704315233
93.8341286864614,21.292590768196618
19.125268008489737,12.689414461342192
85.40090713418452,16.242979773049132
62.661181932812106,14.864924410492446
12.913794147432478,7.389574181478312
63.87499660221029,15.856141895203086
82.38854890020143,17.137779296441977
89.29477581907895,20.466527432096463
56.37097242670692,16.971452033346385
65.72439132707336,18.154787385888444
83.0552532263184,14.896712630423925
24.74095916167709,12.743955395625948
57.905457442925425,19.024678533716646
13.320664234967827,9.601155868296042
30.64105792068602,13.488211628352149
88.39224647221467,18.200838050764876
77.64735240652465,18.061699620133282
51.87762340602949,15.510631420157244
74.83315628979193,19.006945542936457
64.45216230234747,20.69371671061803
77.7115809053182,18.958305043057887
75.76906645183887,19.5523376859331
3.333923511124659,4.263266108636085
72.16402185196623,19.476054367581
13.78161543499311,7.528004330644637
82.53234003000402,19.95128144979188
57.4952933829019,17.1962154620315
21.719484630772246,10.711233694536366
31.381070639710295,14.689562322423777
99.53616594289969,20.537614357941784
22.717950091335336,13.045828587255247
86.04756804576209,18.223192811641667
52.693720005005716,16.89458928398124
39.56041072949006,18.184930359513924
11.319164078204269,6.683783347610512
20.7817667123404,9.441784589736724
31.53508144343814,13.603660646020641
88.08570268692277,17.06130592135426
84.96933426464467,20.86712727269541
75.65249791557885,17.000739688465256
93.6643156652351,19.118546562496388
57.53760618116289,18.328826832075798
64.36814697926853,17.128546608057103
83.50553061430395,20.364149355466214
76.9171701868133,22.65612617687215
46.86698004984289,14.69138766292267
8.475789473371066,6.268652159515098
45.28196430564076,14.969562443404516
22.219688522726432,11.442539646409758
75.02868822392033,17.270852664118443
62.03854337394312,17.88072265163356
55.83234580933622,17.732478867822888
75.54570899978516,19.61574136215324
84.47291006744885,16.916503016274216
86.03336861960739,16.570507314376652
58.359825104712435,16.539270385163263
43.07449246402313,13.815856535349448
94.78985794758125,19.409776085077596
49.383333891415894,13.525344627726396
42.02426227262105,13.774737213635685
45.806686572657306,16.036933391643842
70.65287713233785,16.4879038393802
44.51935732482665,13.5327512281536
37.66225090675041,14.156433781416888
63.101318243079454,20.386192571156354
25.631238316014592,11.420513608926585
19.55724530403161,10.662484721022986
92.3184182440686,18.505096434867685
34.38381250143936,12.658511396955289
44.13321950434456,16.075791013866386
28.33314053582521,12.487735497019141
47.43480251536123,16.52940508615962
18.406722147691056,10.831355729380782
16.091495418718715,10.027896806952963
66.33085284909913,19.554797463919186
88.61971497640828,19.169388375752057
91.50947466679445,17.44258897920594
57.01484348129328,20.685834692107875
1.866287488120555,3.0287969636597927
75.55260958502994,18.115832789476464
30.391802901193856,14.289920494935016
68.04621801065693,18.896412489668034
24.547585121915894,10.241600126152711
26.758181472053057,12.981667736474922
81.50358692078323,18.67306320684752
84.66216139847108,20.149367522961633
31.279690654706805,16.216940465791467
75.77306031523214,21.21805567606045
69.84260967392207,18.85058490239795
20.47386484288002,10.174034934624757
44.807210294940724,16.997201940914586
27.11062293046007,11.86894775647297
73.8770511084484,18.734319888175555
7.510853873703449,6.4351915184057775
86.53119542749063,20.296394307611898
76.00420290990492,18.540281909079404
45.31503214917076,16.191449304782825
15.337356156963066,9.344358221814892
64.71145475571862,19.137244805985027
80.27783741874889,18.676469338706184
16.59355324649926,11.271679806101815
73.36871327932715,18.663501324409193
68.66603732129266,21.83020759110778
10.129284244182235,7.321520577479452
33.24194139646273,12.499037838236053
17.127911299155652,8.60488428354044
14.113675143953031,9.69175865818526
80.82091788389899,17.211740846901737
16.231032380526766,9.492268932368598
13.911851320856005,7.434278824482587
46.4797014512623,18.663464254309122
33.11101615566822,14.084753492518182
40.66812840443333,15.077145113712797
25.311698287156183,13.09022327126175
14.590151903260972,10.243613720373418
69.5768948457315,17.459598475632358
33.155099554440866,15.955189914357367
6.7051638120258055,5.78893966220939
67.86190971840627,16.333537017742483
78.33075210604092,20.430705255834877
94.27792735634857,17.22495411512663
37.476609897530786,13.331089012855351
43.28039319075898,17.324847339566105
67.18906479581986,18.005666773506363
30.392499115161563,13.528388611324281
18.65705013700991,9.738442861038312
63.604117685196485,18.240162236939902
34.821490190538796,13.467174254079245
8.002927577687913,5.5863318381251155
99.1498959527581,15.76946374749704
4.234982905689655,4.291048226748197
32.790861013080615,13.55171736520965
20.248121156949793,12.720545027841116
43.52086295786912,16.448929415306356
96.07496390554398,19.71048919913993
2.7932550157694025,3.3356908971033823
10.04428442579468,7.49551576151872
8.65394704000625,7.744735739303986
10.038069240392533,7.72697932867924
64.07263586104744,17.671432083613247
12.908105089788535,8.325267205013887
17.705577766698045,11.22302015072274
